0.094837  0.916983  -0.330193  -0.304895  -0.686705  -0.069186
0.039894  0.818004  -0.131227  -0.500725  -0.818442  0.031289
0.014596  0.760217  -0.310432  -0.638963  -0.914841  0.160539
0.097506  0.586181  -0.342316  -0.518653  -0.856847  0.222059
0.119663  0.549101  -0.434084  -0.388067  -0.748871  0.231311
-0.009830  0.594140  -0.356971  -0.259567  -0.842312  0.226612
0.059649  0.697672  -0.475728  -0.282112  -0.929528  0.037406
0.249949  0.738493  -0.572703  -0.439593  -0.916467  -0.025352
0.338850  0.639202  -0.585381  -0.599381  -1.008502  0.080921
0.291357  0.822398  -0.714472  -0.576367  -0.980267  0.228945
0.426150  0.765721  -0.612300  -0.572095  -1.133411  0.412359
0.418610  0.613812  -0.500705  -0.423136  -0.996420  0.224664
0.595813  0.534082  -0.658151  -0.531827  -0.923643  0.050413
0.491605  0.588065  -0.747908  -0.484522  -0.934866  0.103979
0.337709  0.598069  -0.585778  -0.464064  -1.132404  -0.085800
0.489130  0.745282  -0.641420  -0.576362  -1.007987  -0.021172
0.304856  0.682687  -0.685415  -0.598417  -0.974791  -0.211183
0.185358  0.681451  -0.743662  -0.568438  -0.982978  -0.369008
0.151946  0.583689  -0.853690  -0.555746  -0.870737  -0.516906
0.266649  0.446012  -0.888487  -0.489621  -1.061201  -0.407345
0.400602  0.420201  -1.004405  -0.339942  -0.949607  -0.367257
0.255873  0.460855  -1.004666  -0.521800  -1.142365  -0.265282
0.275808  0.475072  -1.044451  -0.468716  -1.213445  -0.242742
0.470852  0.507147  -0.916603  -0.319845  -1.247416  -0.340706
0.386560  0.320778  -0.843561  -0.276514  -1.288996  -0.417588
0.243684  0.140633  -0.925142  -0.311276  -1.249205  -0.284952
0.340495  0.147175  -0.744158  -0.175483  -1.230050  -0.287525
0.312171  0.257213  -0.712556  -0.092643  -1.063413  -0.275855
0.275291  0.327183  -0.549279  0.089631  -1.196015  -0.119659
0.458536  0.241535  -0.449192  0.121359  -1.198055  -0.247895
0.288098  0.396138  -0.540789  0.162591  -1.121602  -0.367386
0.366459  0.311146  -0.571154  0.197147  -0.985308  -0.414506
0.429207  0.345920  -0.753491  0.136348  -0.870024  -0.397843
0.235532  0.381155  -0.718014  -0.044291  -0.891509  -0.474767
0.046313  0.219315  -0.796307  -0.131273  -0.774988  -0.438051
0.093165  0.336850  -0.849795  -0.307991  -0.794706  -0.256765
0.212648  0.433421  -0.792187  -0.109956  -0.691809  -0.363922
0.334905  0.504779  -0.635599  0.001275  -0.609670  -0.169174
0.530062  0.616047  -0.565945  0.079086  -0.747325  -0.326511
0.492392  0.468100  -0.432462  -0.111733  -0.577738  -0.446516
0.442261  0.329381  -0.559053  -0.242381  -0.419885  -0.315500
0.503010  0.153241  -0.458155  -0.259375  -0.324668  -0.258014
0.480366  0.205475  -0.530979  -0.286861  -0.361165  -0.061184
0.506214  0.044967  -0.367311  -0.098684  -0.469621  0.035967
0.653923  0.142739  -0.250127  0.037202  -0.280304  0.050303
0.504372  0.134221  -0.087062  0.098652  -0.250394  -0.083402
0.530563  0.034762  -0.197519  -0.018126  -0.291747  0.054778
0.442532  -0.120933  -0.139986  0.024520  -0.489085  -0.026238
0.367055  0.056330  -0.240631  -0.103247  -0.414049  -0.209699
0.431408  0.087205  -0.099268  0.011554  -0.591692  -0.105271
0.483675  0.257928  0.018785  -0.109988  -0.720429  -0.297675
0.513585  0.403704  0.103725  0.031891  -0.530348  -0.355202
0.503083  0.317461  -0.050019  0.029508  -0.352238  -0.278071
0.595994  0.416949  -0.206611  -0.101330  -0.400483  -0.463940
0.626208  0.302343  -0.011800  0.090564  -0.285179  -0.323353
0.683390  0.433010  -0.192493  -0.067730  -0.161769  -0.242590
0.524066  0.352495  -0.390706  -0.037555  -0.128528  -0.394545
0.535418  0.477671  -0.423934  -0.133292  -0.103863  -0.384366
0.711837  0.501981  -0.463294  -0.126659  0.005840  -0.428915
0.736845  0.398018  -0.587933  -0.244469  -0.167455  -0.534247
0.757810  0.526176  -0.642134  -0.195712  -0.227946  -0.663272
0.801582  0.621816  -0.616427  -0.378515  -0.155887  -0.813255
0.680275  0.781536  -0.483139  -0.301296  -0.171158  -0.983930
0.557774  0.950814  -0.440429  -0.376548  -0.011066  -0.935076
0.404647  0.996602  -0.375404  -0.345140  -0.147379  -0.824297
0.334991  0.892645  -0.412353  -0.332611  -0.222299  -0.964298
0.306304  0.921652  -0.534021  -0.137228  -0.345592  -0.768335
0.307930  0.819975  -0.394600  -0.058103  -0.477992  -0.786203
0.135622  0.650961  -0.443298  -0.183537  -0.401218  -0.969877
0.218957  0.599189  -0.352532  -0.379781  -0.281678  -1.050103
0.333879  0.595669  -0.474481  -0.512119  -0.083571  -1.073729
0.411112  0.639643  -0.485266  -0.431013  -0.011905  -1.053529
0.557343  0.536618  -0.636532  -0.378808  -0.174469  -0.877690
0.752676  0.403373  -0.675304  -0.501387  0.007209  -0.719981
0.602015  0.559188  -0.543458  -0.644964  0.040257  -0.744162
0.516169  0.406674  -0.677619  -0.698403  0.233973  -0.781348
